timestamp,service_type,service_environment,request_method,request_path,request_source_ip,response_status_code,response_size,response_time_ms,error_message,error_code,correlation_id,trace_id,span_id,parent_id,cpu_usage,memory_usage,active_connections,is_anomalous,metadata_service_name,metadata_service_version,metadata_environment,metadata_instance_id,metadata_region,metadata_deployed_at,metadata_cloud_provider,metadata_instance_type,metadata_auto_scaling_group,header_Accept,header_Content-Type,header_X-Service-Name,header_X-Service-Version,header_X-Request-ID,header_X-API-Key,metadata_datacenter,metadata_rack,metadata_server
2025-03-25T16:09:15.236044,user-service,on-premise,GET,/users/2da0407c-5cb9-4b7b-a46b-523953ff7be4,33.114.160.170,500,622,1368.27,Service execution failed,E500_8178,svc-e7437452-7d24-6581,trace-3cd11c16f2934507,span-1836051d,,19.6,48.79,52,False,user-service,v1,on-premise,inst-322629fa,ap-south,2025-03-02T08:00:41.236044,,,,application/json,application/json,user-service,v3,a03043c9-c9d0-41ad-8b40-b67c09f15acd,svc-key-47a76659d4a34649,dc-central,rack-1,srv-983
2025-04-01T15:51:38.225044,order-service,on-premise,GET,/orders/status,165.181.205.194,201,5146,67.61,,,svc-5fb3e224-0776-e1eb,trace-cf7c1a26d50842b5,span-b485f00e,parent-0b14dbf6,18.03,67.49,295,False,order-service,v2,on-premise,inst-97eefff4,ap-south,2025-03-04T08:00:41.225044,,,,application/json,application/json,order-service,v3,45488cd8-d69a-4e58-8ce7-a3a1c17c5dff,,dc-central,rack-20,srv-153
2025-04-10T02:00:41.483044,user-service,aws-cloud,GET,/users/search,15.28.4.85,204,0,103.28,,,svc-b2f96748-5d29-972e,trace-b448509dc6d04c72,span-a5ea2282,parent-fefa93ae,63.81,42.91,849,False,user-service,v1,aws-cloud,inst-fe55eab0,eu-central,2025-03-29T08:00:41.294044,aws,aws-medium,asg-user-service-07e675,application/json,application/json,user-service,v3,dd60e3f4-fc69-4e22-9694-3466d339aa7e,svc-key-71fbeaf2b64c434b,,,
2025-03-21T22:00:41.522044,user-service,on-premise,DELETE,/users/validate,122.95.29.50,200,8259,363.24,,,svc-1b8b0a6d-5daf-e4e8,trace-9f8042dfd8644032,span-c0aeb4db,parent-6f730029,21.03,79.13,544,False,user-service,v3,on-premise,inst-37581868,us-east,2025-01-29T08:00:41.310044,,,,application/json,application/json,user-service,v3,0041943b-7225-495e-86cd-22b103cc831d,svc-key-dc97dcfabae24602,dc-central,rack-5,srv-875
2025-03-19T07:22:21.217048,order-service,on-premise,PUT,/orders,79.204.163.154,202,9239,157.75,,,svc-93788cb7-b614-d71b,trace-c27f27736a37442e,span-84014553,,65.24,50.67,534,False,order-service,v1,on-premise,inst-38b2d5f1,us-west,2025-01-22T08:00:41.217048,,,,application/json,application/json,order-service,v1,08d4870c-fa47-4b39-bfe2-7e227d9a437c,,dc-west,rack-18,srv-269
2025-04-13T13:32:55.266044,product-service,aws-cloud,PUT,/products,98.24.109.16,204,0,1036.12,,,svc-0db29824-a291-45b7,trace-028182b8a3b04e7a,span-85293b66,parent-499fddcb,55.79,54.48,554,True,product-service,v2,aws-cloud,inst-46f73e94,us-west,2025-01-23T08:00:41.267044,aws,aws-small,asg-product-service-2538b6,application/json,application/json,product-service,v2,4805261a-5415-4b4f-8249-1386b2469d85,,,,
2025-03-25T05:47:31.241044,order-service,on-premise,GET,/orders,72.191.182.2,204,0,296.8,,,svc-01d5f312-818c-aafe,trace-58014849e9fb48aa,span-dadba6d3,parent-889928e9,21.16,78.7,34,False,order-service,v1,on-premise,inst-f6da6dd5,us-east,2025-01-23T08:00:41.241044,,,,application/json,application/json,order-service,v1,2f1aea46-9705-4c34-b152-99b0a840d1e5,,dc-west,rack-10,srv-334
2025-03-22T21:34:19.240043,payment-service,on-premise,POST,/payments/process,232.241.1.148,200,8319,229.52,,,svc-c44cb5cb-497a-a5d5,trace-fdbe31fb52f34db2,span-17f8f4ed,parent-050ee9a1,26.97,71.48,898,False,payment-service,v2,on-premise,inst-d2f14a70,eu-central,2025-03-20T08:00:41.240043,,,,application/json,application/json,payment-service,v3,b296bd1d-be25-48ee-a567-2669667a833b,svc-key-64d1a75cd6fe49ac,dc-central,rack-9,srv-287
2025-03-27T11:12:39.229044,auth-service,gcp-cloud,DELETE,/revoke-token,216.103.136.139,204,0,30.1,,,svc-b7a573ec-6b9e-dba7,trace-d53fe3086dfa467f,span-e0eddc2f,parent-9113163a,38.16,88.41,102,False,auth-service,v3,gcp-cloud,inst-b1290c44,us-west,2025-04-06T08:00:41.229044,gcp,gcp-medium,asg-auth-service-3dc5d2,application/json,application/json,auth-service,v1,d5d13b91-46f5-4637-bc20-ef60b5fecb90,svc-key-7ee27d558d714e48,,,
2025-04-04T21:19:43.268044,order-service,aws-cloud,PUT,/orders/038a67ed-64b1-45b1-8a42-304f5a6541f8,194.206.86.189,552,252,2381.37,Service rate limit reached,E552_1484,svc-975a0e35-33fd-fb2d,trace-b3d3fa753de6442d,span-7675d2c3,parent-79c008f2,41.02,82.9,35,True,order-service,v3,aws-cloud,inst-19fda6d9,us-east,2025-02-09T08:00:41.269044,aws,aws-large,asg-order-service-3380ae,application/json,application/json,order-service,v1,d3aeba8a-d8e3-45ba-a2e1-88932c6e2c52,,,,
2025-04-03T08:00:41.484044,user-service,aws-cloud,GET,/users/ca03b5de-1709-4685-9518-f28e969b3c19,34.178.224.189,500,283,1490.4,Internal service error,E500_1520,svc-c71d67d5-a9f0-e405,trace-ab366d1ddd704e22,span-9e0484a3,parent-d644859b,26.71,87.09,602,True,user-service,v3,aws-cloud,inst-4ff25dbe,eu-central,2025-03-17T08:00:41.332044,aws,aws-medium,asg-user-service-e25d45,application/json,application/json,user-service,v1,416a9d9e-94b6-4a35-b69d-468a23de9789,svc-key-0a94d013af4c4aa2,,,
2025-04-11T07:00:41.369044,auth-service,aws-cloud,DELETE,/revoke-token,40.75.170.35,200,2984,46.13,,,svc-284efb62-7034-60c8,trace-4508750c50224dcd,span-eeebf738,,88.54,87.21,424,False,auth-service,v3,aws-cloud,inst-9a103184,us-west,2025-04-02T08:00:41.311044,aws,aws-small,asg-auth-service-e97a80,application/json,application/json,auth-service,v1,8d52ffae-6ee8-4a73-bad1-6f2fe6444cb2,svc-key-6ce5ed7ef9ad428d,,,
2025-03-21T04:00:41.560045,payment-service,gcp-cloud,DELETE,/payments/refund,113.15.196.21,202,6828,74.46,,,svc-9e4b55ed-f258-4752,trace-924b7d7c5b604779,span-92697708,parent-7bae71f0,31.3,28.42,926,False,payment-service,v3,gcp-cloud,inst-1bd3b2aa,ap-south,2025-03-02T08:00:41.278045,gcp,gcp-medium,asg-payment-service-480659,application/json,application/json,payment-service,v1,233b8e4c-39cd-40f3-90c5-53deeda6e975,svc-key-b707f1b1bf744811,,,
2025-03-18T02:08:29.226044,payment-service,aws-cloud,POST,/payments/process,131.107.21.199,204,0,177.34,,,svc-97bb6c81-ef82-0657,trace-db5ac38b0cec43d1,span-f4f7c969,,17.8,83.74,841,False,payment-service,v2,aws-cloud,inst-d0156083,us-east,2025-03-27T08:00:41.226044,aws,aws-medium,asg-payment-service-4b0d5e,application/json,application/json,payment-service,v3,240c9704-79bd-444a-bbc3-266f79329bf1,svc-key-c71846e466b5461f,,,
2025-03-22T20:11:39.255043,payment-service,azure-cloud,GET,/payments/7a9ad842-ed88-47e2-a7de-999ed29cd840,92.148.86.58,204,0,163.82,,,svc-5ee7a481-a600-dee0,trace-c8552db405724c89,span-940d2f68,,70.19,73.34,515,False,payment-service,v3,azure-cloud,inst-e2b9c0e4,us-east,2025-02-11T08:00:41.255043,azure,azure-small,asg-payment-service-ede019,application/json,application/json,payment-service,v1,32ea50e3-5d1e-4344-9fa4-281b68984ff7,svc-key-d03f2213b5f94c40,,,
2025-03-27T01:15:17.251044,order-service,azure-cloud,GET,/orders,171.215.211.241,200,8778,79.92,,,svc-110928c6-57c7-f913,trace-bcf802d3ee8c40a2,span-a2244d66,parent-327314d6,85.84,22.88,188,False,order-service,v3,azure-cloud,inst-be20bff8,ap-south,2025-03-09T08:00:41.251044,azure,azure-medium,asg-order-service-a98a07,application/json,application/json,order-service,v1,26b073d1-577c-45e1-8cd2-91a6dbd1cc0e,,,,
2025-04-13T08:46:07.242044,order-service,aws-cloud,POST,/orders/f0683b0c-7f14-415b-b8c1-a9eacbf8ab7e,95.41.2.144,201,7509,120.52,,,svc-d4a0ce50-fb49-1700,trace-c614d890547a4800,span-18cb6de9,,46.6,70.81,628,False,order-service,v1,aws-cloud,inst-79fd11a1,us-west,2025-03-24T08:00:41.242044,aws,aws-large,asg-order-service-1d4fed,application/json,application/json,order-service,v3,553ed114-14a4-4325-9db7-cc70aed81394,,,,
2025-04-13T07:02:27.266044,auth-service,aws-cloud,DELETE,/revoke-token,244.178.134.67,422,831,1103.08,Unexpected service error,E422_2841,svc-18946239-72dc-7de5,trace-e083eb3c1bc3458e,span-2e9fbaff,parent-41efc797,62.33,28.28,950,True,auth-service,v2,aws-cloud,inst-44be9e78,us-west,2025-04-02T08:00:41.266044,aws,aws-small,asg-auth-service-94b185,application/json,application/json,auth-service,v2,a150bb2a-8600-4e8f-8b44-133dbbb5d909,svc-key-86ddf21050c14bc0,,,
2025-04-03T15:00:41.510044,auth-service,aws-cloud,DELETE,/revoke-token,225.27.47.90,200,6859,111.69,,,svc-f687d473-b3e1-f404,trace-c8e0c770e6a9421a,span-ee610538,,44.75,58.2,527,False,auth-service,v2,aws-cloud,inst-288f800e,ap-south,2025-03-28T08:00:41.334044,aws,aws-small,asg-auth-service-c8a8d7,application/json,application/json,auth-service,v2,f5cbcc14-4175-4bc3-b473-3125cdb1e400,svc-key-30fb798ad8fc455c,,,
2025-04-01T02:00:41.806045,payment-service,aws-cloud,PUT,/payments/refund,114.116.46.118,201,7921,88.83,,,svc-240e6275-9de2-4754,trace-566549fc6b584963,span-db8de2b6,parent-33d2eb2f,19.26,41.74,152,False,payment-service,v1,aws-cloud,inst-5d9d61ab,us-east,2025-02-25T08:00:41.277045,aws,aws-small,asg-payment-service-63a067,application/json,application/json,payment-service,v2,780bf98b-5948-49af-96d4-4d6271b3ebbf,svc-key-92bf5c5824fb4453,,,
2025-04-08T00:00:41.497044,user-service,gcp-cloud,DELETE,/users/validate,27.229.36.116,202,9944,175.36,,,svc-e3d5ee81-ef97-65b8,trace-2ab92abc15ca4e4a,span-80da3121,parent-0cf6b862,69.28,56.31,855,False,user-service,v3,gcp-cloud,inst-d049cce7,us-east,2025-03-19T08:00:41.305044,gcp,gcp-large,asg-user-service-95a392,application/json,application/json,user-service,v3,2abfde41-2441-4d0a-847b-e0acedf40a1e,svc-key-e78d9fe57dcb4cf9,,,
2025-04-03T10:25:42.248044,user-service,gcp-cloud,GET,/users/search,201.109.82.94,200,7257,72.47,,,svc-9e307a65-32b6-ae8b,trace-d97e262d055e4baa,span-7586680e,parent-89c8ea4a,66.6,57.11,566,False,user-service,v3,gcp-cloud,inst-e2e9d6db,eu-central,2025-01-23T08:00:41.248044,gcp,gcp-large,asg-user-service-e5e4fc,application/json,application/json,user-service,v1,b471bc3f-fe39-4031-a941-695e2bbaaa6e,svc-key-91fb220809b14d46,,,
2025-03-22T09:38:46.262044,user-service,on-premise,GET,/users/search,239.237.9.139,204,0,344.26,,,svc-c9151b9c-e891-1385,trace-812737da442a4ab6,span-aada95e8,,19.87,45.74,878,False,user-service,v1,on-premise,inst-17327da7,eu-central,2025-04-05T08:00:41.262044,,,,application/json,application/json,user-service,v3,7f8aa8a1-edbf-4bbf-a26b-0b3e85206c5f,svc-key-44e73e15148c42e4,dc-east,rack-3,srv-448
2025-04-01T00:00:41.423044,auth-service,aws-cloud,DELETE,/revoke-token,115.126.104.237,201,5125,130.93,,,svc-d45c6c85-8825-caa1,trace-a41190ff275940c6,span-9edd1a83,,83.16,26.14,612,False,auth-service,v3,aws-cloud,inst-f55af044,eu-central,2025-02-17T08:00:41.320044,aws,aws-medium,asg-auth-service-19d6ab,application/json,application/json,auth-service,v1,e873b2e5-4d5c-4c65-9824-17eb6047f9ec,svc-key-9832e201b2834485,,,
2025-04-04T00:00:41.361044,auth-service,on-premise,DELETE,/revoke-token,216.217.154.216,200,8893,213.52,,,svc-4449bc43-52d3-abb3,trace-fe1aedd4cb2d4024,span-320764b3,,59.28,75.41,744,False,auth-service,v3,on-premise,inst-a5a1dd69,ap-south,2025-02-21T08:00:41.282044,,,,application/json,application/json,auth-service,v3,4ff9a0e8-81d7-4899-8c66-e28e660d21ba,svc-key-279c9b43329a4f6d,dc-east,rack-4,srv-249
2025-04-10T16:00:41.384045,user-service,gcp-cloud,GET,/users/search,126.82.194.44,200,3383,84.3,,,svc-b2cb233d-8411-873b,trace-4af04c87095e426e,span-ccf056fa,,39.36,52.06,637,False,user-service,v1,gcp-cloud,inst-ecda6c0d,us-east,2025-03-31T08:00:41.281045,gcp,gcp-large,asg-user-service-44ea7e,application/json,application/json,user-service,v1,76869ef4-88d9-4ccb-8c6c-e8d55b067b4f,svc-key-627e899a0ec749dc,,,
2025-03-26T19:00:41.420044,auth-service,on-premise,DELETE,/refresh-token,67.153.90.243,200,1125,488.89,,,svc-f9768d5c-5509-8606,trace-ca432d9194f44149,span-7f0ee65c,parent-c8e00ae5,27.73,29.4,882,False,auth-service,v1,on-premise,inst-3036d6c7,us-east,2025-03-30T08:00:41.330044,,,,application/json,application/json,auth-service,v1,67e95936-3747-4b80-8203-b0f50d5169b5,svc-key-535afd3652044535,dc-west,rack-7,srv-108
2025-03-26T03:39:30.261043,product-service,gcp-cloud,PUT,/products,229.147.86.43,204,0,88.83,,,svc-f79ac866-6d58-9de9,trace-a78b4eec7b954dc4,span-c16f0a63,parent-60ea0979,72.72,73.01,639,False,product-service,v3,gcp-cloud,inst-0b756898,us-east,2025-03-18T08:00:41.261043,gcp,gcp-small,asg-product-service-5ed6ec,application/json,application/json,product-service,v3,1393bdd7-f2c7-4c3d-adec-7a5ea2bdfc0d,,,,
2025-04-04T18:00:41.739045,payment-service,azure-cloud,PUT,/payments,172.186.96.226,200,9277,128.65,,,svc-a0f0cd44-7467-645a,trace-f92755b7bcb84c10,span-140b3f4d,parent-a84a6f69,38.65,85.39,609,False,payment-service,v2,azure-cloud,inst-09b69ec9,us-east,2025-03-25T08:00:41.281045,azure,azure-medium,asg-payment-service-18420d,application/json,application/json,payment-service,v2,3f24d10d-cf5f-4157-8c3d-867561beadd0,svc-key-0a9e69d546824ae0,,,
2025-04-08T14:00:41.716044,payment-service,gcp-cloud,POST,/payments/process,149.20.232.110,200,9175,56.73,,,svc-faa06c95-2c27-b416,trace-9fa3d037951e4cfe,span-1d6f49ed,parent-b47bcad6,81.36,87.47,573,False,payment-service,v3,gcp-cloud,inst-d17161c0,ap-south,2025-03-23T08:00:41.325044,gcp,gcp-medium,asg-payment-service-adb17c,application/json,application/json,payment-service,v2,3744c14d-cedd-4304-a4bb-a44b922b7e3f,svc-key-4d7801de5ca8469f,,,
2025-03-21T17:00:41.362044,user-service,on-premise,POST,/users/validate,99.88.39.6,422,164,1121.37,Unexpected service error,E422_8683,svc-e6d978d0-8600-2867,trace-292195d350484ce4,span-0d0b8d84,parent-70a2692f,68.96,24.72,451,False,user-service,v2,on-premise,inst-1a6d5420,us-east,2025-04-02T08:00:41.291044,,,,application/json,application/json,user-service,v3,9485a712-6271-4ccd-9cab-177d22b0c0fb,svc-key-756f04c5b231488d,dc-east,rack-2,srv-953
2025-03-27T21:00:41.894045,payment-service,azure-cloud,PUT,/payments,171.109.154.168,202,8971,181.59,,,svc-544a8ba9-8fce-9d9f,trace-79e56fea34bf4dad,span-f406248b,parent-95c2144c,80.13,55.11,751,False,payment-service,v1,azure-cloud,inst-f97982fa,ap-south,2025-02-22T08:00:41.279045,azure,azure-large,asg-payment-service-2e6862,application/json,application/json,payment-service,v1,22139a86-bac3-4ce6-93a4-b636f811ca2a,svc-key-0f2d06a814064ec4,,,
2025-03-27T15:00:41.496044,auth-service,on-premise,POST,/authenticate,102.198.78.24,403,243,4253.31,Service subscription inactive,E403_7102,svc-2bb6ac75-5ebe-21c4,trace-55be6525e43e49e4,span-95c6d66d,,18.84,60.8,548,True,auth-service,v3,on-premise,inst-fee97c47,us-west,2025-02-20T08:00:41.327044,,,,application/json,application/json,auth-service,v2,b629dae2-c2e4-43f6-8663-a0cd12dcdc5c,svc-key-02c47bd77ae24f46,dc-central,rack-14,srv-648
2025-03-24T02:16:44.235044,product-service,on-premise,PUT,/products/bb638a8e-fedb-477e-825b-8358a80638ff,18.59.49.207,202,8110,239.21,,,svc-706336ce-09a3-0aed,trace-720c7756269d4b75,span-f5efe744,,52.54,80.72,395,False,product-service,v1,on-premise,inst-66f4390f,ap-south,2025-04-10T08:00:41.235044,,,,application/json,application/json,product-service,v2,38cbda44-1074-44b3-b6bc-635a54879376,,dc-central,rack-19,srv-694
2025-03-28T15:33:34.226044,product-service,aws-cloud,GET,/products/search,109.226.153.161,201,9294,95.57,,,svc-cacf1062-c872-0e39,trace-f6e527c2041549d2,span-390175dd,parent-43976ae1,30.45,49.16,685,False,product-service,v1,aws-cloud,inst-ba4d3016,us-west,2025-03-29T08:00:41.226044,aws,aws-medium,asg-product-service-9041ad,application/json,application/json,product-service,v3,55175ec4-1f00-430f-9041-124af88ea6e2,,,,
