timestamp,gateway_type,gateway_environment,gateway_region,gateway_instance_id,request_id,request_method,request_uri,request_query_string,client_ip,request_size,response_status,response_status_message,response_size,response_error,upstream_service,upstream_host,upstream_port,upstream_latency_ms,route_id,route_path,total_latency_ms,gateway_latency_ms,correlation_id,trace_id,span_id,is_anomalous,user_agent,api_version,client_type
2025-04-01T09:54:35.849397,apigee,production,global,apigee-global-8,0c7b6952-10ab-4ea5-b018-1a72be10890e,POST,/api/v1/payments/78cd8fb6,,152.165.71.178,3409,200,Success,43409,,payment-service,payment-service.internal,8083,494.05,route-payment-service-0e2a08,/api/v1/payments/78cd8fb6,494.05,10.49,d335bb5f-c82b-49e4-b66b-7e3e3c0af285,trace-9041072612674b65,span-3bf010ba,False,okhttp/4.9.1,v3,iot
2025-03-29T18:20:31.878397,kong,test,global,kong-global-10,1474e3e3-5264-43dc-a632-3628833dd2b9,PATCH,/api/v1/push,,97.241.60.140,7074,204,No Content,0,,notification-service,notification-service.internal,8084,176.27,route-notification-service-f58bf3,/api/v1/push,176.27,28.78,7979235a-bab7-45a8-9ef9-8ee42ed7bf47,trace-3e0c6ae7cd4c4c0b,span-26364021,False,okhttp/4.9.1,v2,unknown
2025-03-20T16:25:33.871399,kong,staging,ap-south,kong-ap-south-10,fc416b4a-d3af-4203-8e5d-b5e50aac7821,POST,/api/v1/payments/527cf3c2,,105.111.144.116,8428,201,Created,31853,,payment-service,payment-service.internal,8083,190.86,route-payment-service-732020,/api/v1/payments/527cf3c2,190.86,21.86,b377c6b7-a1b3-45ff-a733-4a2657d10e1e,trace-9c7c9866b84046d3,span-d4d94834,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",beta,iot
2025-03-26T11:02:50.981402,apigee,dev,eu-west,apigee-eu-west-6,1a63850f-63b2-40ef-9925-e9c903dd48fa,GET,/api/v1/users/a5a9cd4c,,75.130.67.23,877,201,Created,2252,,user-service,user-service.internal,8080,343.81,route-notification-service-d21605,/api/v1/push,343.81,1.77,077563ff-49a3-449d-9ac6-d348bdf003e7,trace-9c15c995f748407a,span-08e2c815,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,web
2025-04-04T05:02:49.923400,apigee,production,us-west,apigee-us-west-9,de8d068e-4dd1-4892-8be2-bc1ac00a22f9,GET,/api/v1/users/172abbea,category=clothing,74.130.59.161,6622,200,OK,24945,,user-service,user-service.internal,8080,66.45,route-product-service-c32582,/api/v1/products,66.45,9.13,0c143c4b-8ff2-4f22-8b0a-2ff208194fb5,trace-04bae7c0562c4eae,span-fa51b10f,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,desktop
2025-03-20T23:12:23.892402,apigee,staging,global,apigee-global-10,5ba76c51-5266-4a7e-8b3e-a25d87b438b8,GET,/api/v1/users/search,page=5&limit=100,194.241.139.252,9153,503,Service temporarily offline,478,Service overloaded,user-service,user-service.internal,8080,13334.97,route-user-service-ebe535,/api/v1/users/search,13334.97,30.88,2aaa6569-5368-4ab9-9e86-91a0e189699d,trace-ac7ec2ffeeb04c98,span-45efdffd,True,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,ios
2025-04-01T21:54:58.864398,azure-gateway,production,global,azure-gateway-global-1,a5f6fffa-7f5f-4f43-bf37-872590446de4,PUT,/api/v1/payments/b4445738,,24.242.57.153,5770,204,Success with no body,0,,payment-service,payment-service.internal,8083,440.49,route-payment-service-8ef58c,/api/v1/payments/b4445738,440.49,48.73,692c4f62-50aa-45e2-afb2-b0157775fe4b,trace-c4f71ba930964f84,span-0ee59e37,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,android
2025-04-08T15:02:52.152398,kong,staging,us-east,kong-us-east-5,8ca1bed2-ab96-46ea-8e76-1063622ecd61,GET,/api/v1/products/search,,73.213.222.236,790,204,No Content,0,,product-service,product-service.internal,8081,259.24,route-notification-service-024777,/api/v1/sms,259.24,44.38,dde3727b-b2db-4065-9566-6155d39f83c2,trace-b805fc1b11df4e4b,span-0e1a0526,False,PostmanRuntime/7.28.0,v2,unknown
2025-03-17T10:59:00.834397,kong,test,us-west,kong-us-west-4,81ff6949-bdeb-4816-a779-56cb28d16788,GET,/api/v1/users/4c097d75,,95.138.20.189,4135,201,Resource created successfully,9958,,user-service,user-service.internal,8080,273.83,route-user-service-c8b8cb,/api/v1/users/4c097d75,273.83,39.95,beddfc33-b562-4bba-903e-568ef1420294,trace-18b54b09a0ec4e40,span-25a30e3a,False,axios/0.21.1,beta,desktop
2025-04-03T17:02:50.067401,kong,production,us-east,kong-us-east-9,23d902f4-751b-4203-aa49-75dddd3a5562,GET,/api/v1/products/search,,66.33.173.30,5461,200,OK,2601,,product-service,product-service.internal,8081,311.26,route-analytics-service-a45e1c,/api/v1/metrics,311.26,26.02,55a9faef-5d9c-4f5c-914e-b74565561dfa,trace-341c57219cb54e6f,span-af409bb1,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v3,ios
2025-03-18T11:02:54.470398,kong,production,us-east,kong-us-east-2,fac16be6-753a-43d2-8d78-1e4600f77e70,POST,/api/v1/cart,,149.114.177.62,2921,200,OK,46840,,order-service,order-service.internal,8082,86.72,route-payment-service-6377fc,/api/v1/wallet,86.72,14.89,e1aee119-1237-42c9-ade7-ca0d87e8e49a,trace-64437d555dde4c21,span-bb0c4b94,False,python-requests/2.25.1,beta,desktop
2025-04-08T16:02:49.268396,custom-gateway,test,ap-south,custom-gateway-ap-south-3,f0fe0f5f-306b-4408-906b-2b014342c90c,POST,/api/v1/auth,,110.117.244.161,7220,200,OK,27644,,user-service,user-service.internal,8080,292.93,route-user-service-9590d8,/api/v1/users,292.93,47.43,a91b593b-2f14-457a-9c4c-62aacbaf7cd1,trace-137b2c786ded4749,span-036de5cd,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",beta,web
2025-04-02T22:02:52.963396,aws-gateway,test,ap-south,aws-gateway-ap-south-5,6df6ccff-37f1-4eb9-93d5-5d25998bbc31,POST,/api/v1/cart,,87.170.90.229,5701,204,No Content,0,,order-service,order-service.internal,8082,190.0,route-product-service-0a86f0,/api/v1/products/3bebc9c9,190.0,36.16,65086312-3206-44c8-9c4c-5fd3b39ad361,trace-8ed35ea16d744e42,span-92ce0db6,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,unknown
2025-03-28T23:02:54.723399,aws-gateway,dev,us-west,aws-gateway-us-west-8,1332a2bd-baf0-4815-92c7-27fc303d5e24,POST,/api/v1/checkout,q=special&page=3&limit=100&sort=updated_at&order=desc,213.156.186.184,1799,200,OK,41191,,order-service,order-service.internal,8082,681.32,route-product-service-599cf4,/api/v1/products/search,681.32,43.45,9741ab05-decc-4746-a7e6-4c97521c33a5,trace-5d4c9446364449a4,span-ecec1864,False,PostmanRuntime/7.28.0,beta,desktop
2025-03-22T00:02:51.743402,azure-gateway,production,us-west,azure-gateway-us-west-7,97589ccc-09ac-4e89-a0c7-d966606431dc,GET,/api/v1/users/91711f56,,162.179.238.27,2386,201,Created,48681,,user-service,user-service.internal,8080,187.48,route-order-service-5d0ff5,/api/v1/checkout,187.48,6.46,d734c098-e836-4c46-9772-bb30a080b7cf,trace-7b35266ed3774328,span-b6620d59,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v1,ios
2025-03-20T00:02:53.051398,custom-gateway,production,us-east,custom-gateway-us-east-3,f0911779-c9c4-4974-888f-ea0d4c9b19a7,GET,/api/v1/products/search,,175.73.77.83,1941,201,Resource created successfully,381,,product-service,product-service.internal,8081,167.76,route-payment-service-1d043f,/api/v1/payments/8532abac,167.76,34.91,d113f93f-a6ed-415a-875d-720ed1283574,trace-169dd6730f074bbf,span-07fe5c2f,False,PostmanRuntime/7.28.0,beta,unknown
2025-04-02T22:02:51.203396,azure-gateway,test,us-west,azure-gateway-us-west-2,efcd809d-e7c0-47eb-b998-bcc65b23a27a,GET,/api/v1/users/b26beca6,,154.65.107.22,8466,204,No Content,0,,user-service,user-service.internal,8080,97.09,route-analytics-service-1f865a,/api/v1/metrics,97.09,1.59,65086312-3206-44c8-9c4c-5fd3b39ad361,trace-918fd51c973040c8,span-25d9d561,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v2,android
2025-03-31T06:02:53.210397,apigee,production,eu-west,apigee-eu-west-5,afc644ca-406b-446e-ac84-5fd7577c682d,GET,/api/v1/products/search,,173.114.170.159,1114,204,No Content,0,,product-service,product-service.internal,8081,112.93,route-user-service-49149b,/api/v1/auth,112.93,15.46,cf83a3c0-8ee2-4d14-b4c8-791c7da5bcd1,trace-1c7cb6d4a3b84f5f,span-7a35570f,False,axios/0.21.1,v2,iot
2025-04-07T19:58:10.847397,kong,test,eu-west,kong-eu-west-8,09d1d85d-8aba-43cf-8c27-73cdfb7a18c8,GET,/api/v1/metrics,,38.51.12.67,1797,200,Success,46295,,analytics-service,analytics-service.internal,8085,178.99,route-analytics-service-c9a57c,/api/v1/metrics,178.99,12.53,b1e118f8-5027-4c1b-b0a5-7e1a37c6d794,trace-e8b5c1e2dd084d51,span-b6e1165c,False,python-requests/2.25.1,v3,ios
2025-03-20T23:02:49.357397,custom-gateway,dev,global,custom-gateway-global-3,888d5b59-1669-4f92-8687-a0484c8a6a9b,GET,/api/v1/users/5d769637,,25.85.53.211,93,200,OK,18196,,user-service,user-service.internal,8080,496.04,route-payment-service-fd8c81,/api/v1/payments,496.04,19.93,a3ffb5c3-c75e-4257-b4e1-439c76836415,trace-7fb8be304a12442f,span-786b0c73,False,PostmanRuntime/7.28.0,beta,iot
2025-04-09T15:02:51.477396,azure-gateway,dev,us-west,azure-gateway-us-west-7,4f6a11df-f96c-4e58-9bea-98aaa26111a2,GET,/api/v1/products/search,,95.76.31.65,3578,200,OK,47878,,product-service,product-service.internal,8081,97.56,route-payment-service-bef805,/api/v1/wallet,97.56,47.62,08f8f39e-90bb-4748-a324-02ea0925ea13,trace-8ead7640908c474e,span-b7f78f9b,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",beta,ios
2025-03-21T15:42:15.872398,kong,staging,us-west,kong-us-west-5,3dae6dc5-1b2e-41e5-900f-b57f1096a1cd,HEAD,/api/v1/reports,,201.249.157.55,8618,201,Created,23857,,analytics-service,analytics-service.internal,8085,118.52,route-analytics-service-b7ac33,/api/v1/reports,118.52,29.72,87c37640-51db-4bed-8325-ab8cbbaf539b,trace-e3587499b7c74c89,span-a48ecb10,False,curl/7.76.1,v3,iot
2025-03-26T22:02:53.612397,kong,test,global,kong-global-1,1177bb2f-fb9b-4047-b5ca-66ba9ae808e0,POST,/api/v1/checkout,,2.173.205.222,2000,204,No Content,0,,order-service,order-service.internal,8082,202.13,route-notification-service-e9dc42,/api/v1/push,202.13,36.99,32332f1d-73d2-48ea-acc2-ab29d775171b,trace-3d9db82851584e4e,span-99bb3362,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,iot
2025-03-18T02:02:51.142398,aws-gateway,staging,us-east,aws-gateway-us-east-7,d3795287-27b3-4f5f-a29c-10fad8f157dc,GET,/api/v1/users/4e5c3c8d,,43.205.45.128,1873,204,Success with no body,0,,user-service,user-service.internal,8080,210.23,route-order-service-645272,/api/v1/checkout,210.23,48.23,712b1837-1a07-412f-88f0-40edc26c1897,trace-3d111c9899134166,span-2713bc77,False,PostmanRuntime/7.28.0,v2,ios
2025-04-04T11:42:03.847397,azure-gateway,test,ap-south,azure-gateway-ap-south-7,12151bd7-039b-42ec-9f02-29bdc2191acf,OPTIONS,/api/v1/emails,,236.170.218.251,7373,200,Success,36379,,notification-service,notification-service.internal,8084,211.66,route-notification-service-d027c1,/api/v1/emails,211.66,12.06,5e41125d-0828-4bb6-a776-c4257f836f35,trace-9630778eb9db48fe,span-32dbb91f,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,web
2025-04-01T08:48:27.871399,kong,production,ap-south,kong-ap-south-7,1b2efbca-2ffd-4a42-bb3b-d9996f1b4fd9,PATCH,/api/v1/products/a13a1d08,,156.90.52.46,5932,204,No Content,0,,product-service,product-service.internal,8081,170.34,route-product-service-07d507,/api/v1/products/a13a1d08,170.34,42.07,31030d8d-f8a1-453d-8f87-7a1a4449886d,trace-17c30181ff924f07,span-fe6b89db,False,okhttp/4.9.1,v1,iot
2025-04-12T06:17:20.891411,apigee,test,ap-south,apigee-ap-south-3,d88598ee-020a-4156-b0e2-93c7d4742630,PUT,/api/v1/emails,,223.88.198.95,5648,429,Rate limit exceeded,307,Too Many Requests,notification-service,notification-service.internal,8084,689.88,route-notification-service-51fdb9,/api/v1/emails,689.88,23.89,64d35f7a-7824-412c-b8c5-2cd5dece6e54,trace-45ca774a435245a2,span-d019f450,True,python-requests/2.25.1,v1,ios
2025-03-28T19:02:54.357397,apigee,dev,global,apigee-global-5,6c19ceeb-37df-44b2-8851-dc4296508671,POST,/api/v1/payments,,61.177.149.169,1175,204,Success with no body,0,,payment-service,payment-service.internal,8083,436.46,route-notification-service-3aa0bc,/api/v1/notifications,436.46,24.7,35cbd13e-fce8-44d2-8603-a1f1efc2b9a5,trace-1bbd348ca6fe4000,span-5eec9520,False,PostmanRuntime/7.28.0,beta,desktop
2025-03-26T01:02:52.830397,apigee,test,global,apigee-global-7,110ed859-70aa-48af-97e0-0de2a0c5aa5b,POST,/api/v1/checkout,,19.10.237.209,7888,400,Invalid parameter format,898,Invalid data format,order-service,order-service.internal,8082,113.98,route-notification-service-e556d3,/api/v1/notifications,113.98,9.41,e575fe88-1ca4-460a-8855-229a89894908,trace-eff1850882ba41c3,span-b29d20f0,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,android
2025-03-31T05:03:00.847397,azure-gateway,staging,us-east,azure-gateway-us-east-8,abf84b65-4665-45c2-8437-82abbe171a2a,POST,/api/v1/auth,,119.36.58.163,9903,204,No Content,0,,user-service,user-service.internal,8080,257.56,route-user-service-809116,/api/v1/auth,257.56,6.04,75c2f51b-1e3e-4d61-a0c0-b5232ad5720d,trace-4da5b5a22f184bed,span-dec31caa,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,ios
2025-04-15T16:02:51.592397,azure-gateway,dev,us-east,azure-gateway-us-east-1,73e6d910-35c6-4f35-9ce0-9a9cded55d93,GET,/api/v1/users/12728614,,104.140.206.23,481,201,Resource created successfully,8398,,user-service,user-service.internal,8080,332.22,route-payment-service-fb8bd0,/api/v1/payments/96639b0c,332.22,36.05,8269b3ba-5624-4f4b-b7a8-688af7d2b676,trace-16c0a7a1151e4749,span-93e0f8ac,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v1,web
2025-03-24T22:02:53.349401,azure-gateway,staging,eu-west,azure-gateway-eu-west-4,c0e445c7-566a-4936-a8f7-9b91ce7bc7d2,POST,/api/v1/checkout,,77.193.179.103,5091,401,Missing credentials,982,Expired token,order-service,order-service.internal,8082,104.36,route-analytics-service-1e8b95,/api/v1/events,104.36,17.85,0c075b02-169e-4f55-988f-ce5e83bdca1a,trace-e4f6fb3c9e1b4376,span-37d436a2,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v2,api
2025-03-21T10:52:02.857398,apigee,dev,ap-south,apigee-ap-south-9,e3092951-d5ce-43bc-b0e5-3485f46aebd4,GET,/api/v1/users/search,q=front&page=2&limit=20&sort=name&order=desc,138.173.6.101,6366,204,No Content,0,,user-service,user-service.internal,8080,536.74,route-user-service-d96e94,/api/v1/users/search,536.74,9.59,9cb2d9f2-4d9d-478d-a6a5-d33bb5465518,trace-f0299845f57d4fc7,span-cc7951a3,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v3,web
2025-03-22T13:19:20.840398,apigee,test,eu-west,apigee-eu-west-10,190cfcba-8c6e-49f2-8930-796615a0b9ed,DELETE,/api/v1/users/9584ec48,,227.57.91.26,6305,200,OK,44521,,user-service,user-service.internal,8080,244.78,route-user-service-0dbc85,/api/v1/users/9584ec48,244.78,44.71,5a1c59e0-33a3-4e28-90cf-ca7d3a1a457d,trace-efc36e422ea24d19,span-945177cb,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",v3,iot
2025-03-20T07:02:54.986397,apigee,test,us-west,apigee-us-west-1,d50a557f-8943-4e06-b5bc-3a66f5ca8724,POST,/api/v1/checkout,,165.37.229.11,3245,204,No Content,0,,order-service,order-service.internal,8082,458.45,route-notification-service-3f60de,/api/v1/notifications,458.45,23.53,2c77f401-b811-40f4-8078-4c5e8483ccf9,trace-c3fc5eeb04f14eee,span-aee366a9,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,unknown
2025-03-28T23:02:56.360399,azure-gateway,test,ap-south,azure-gateway-ap-south-3,0b08a317-06c9-48e2-bbab-36da933df9f3,POST,/api/v1/payments,,157.39.211.157,9293,200,Success,32492,,payment-service,payment-service.internal,8083,209.98,route-notification-service-864fbe,/api/v1/emails,209.98,19.31,9741ab05-decc-4746-a7e6-4c97521c33a5,trace-b945b30359cd4420,span-956c640e,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v1,ios
2025-03-21T00:02:51.570401,aws-gateway,dev,eu-west,aws-gateway-eu-west-9,4750a597-9d7c-4868-90be-5751726d19c8,GET,/api/v1/users/85bcf37d,,240.226.170.85,2736,200,OK,23548,,user-service,user-service.internal,8080,358.82,route-notification-service-01685a,/api/v1/emails,358.82,4.89,8b0ae21f-6894-4996-bdeb-81eaf0336428,trace-f9213c538f4244c0,span-81ac0a77,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v2,android
2025-04-05T18:02:53.812398,aws-gateway,test,us-east,aws-gateway-us-east-2,4f0c635d-cb94-4d18-8c73-ab138ce128a1,POST,/api/v1/checkout,,229.113.43.109,2887,200,Success,44449,,order-service,order-service.internal,8082,158.57,route-order-service-1bda74,/api/v1/checkout,158.57,27.31,4b810554-ec7c-4964-8957-f43b1096c0ab,trace-7cfc7a1c282b463a,span-da914c3e,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",v3,android
2025-04-07T10:58:32.841398,kong,staging,global,kong-global-8,4a2ac5ca-7b01-406b-8307-cf9a368158a1,POST,/api/v1/cart,,25.156.141.148,7583,200,Success,31654,,order-service,order-service.internal,8082,149.69,route-order-service-847815,/api/v1/cart,149.69,38.96,7dd694de-fdcc-417d-abfc-65765ae0988b,trace-d91cf5cfe32a4fab,span-d310943d,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,api
2025-03-25T18:02:52.482398,kong,dev,ap-south,kong-ap-south-3,1d6ecb49-acef-4806-9861-9ae8de4b1227,GET,/api/v1/products/search,,221.196.193.70,7885,201,Resource created successfully,45651,,product-service,product-service.internal,8081,483.27,route-product-service-42b387,/api/v1/categories,483.27,49.16,133e6a73-8c8e-4da0-872b-4c39c8f22701,trace-36926c54d9f54e95,span-bb0d57ba,False,okhttp/4.9.1,v2,desktop
2025-04-16T19:38:20.869398,kong,staging,us-west,kong-us-west-7,550f2cf5-711c-4a52-90bc-179451801756,PATCH,/api/v1/categories,,195.83.185.228,2663,201,Resource created successfully,17245,,product-service,product-service.internal,8081,282.01,route-product-service-8077dd,/api/v1/categories,282.01,37.54,01751cd9-d440-4c24-8d72-0aa15e5e019d,trace-9a5eca215fd64c1a,span-e01e8702,False,okhttp/4.9.1,beta,iot
2025-03-20T05:02:52.540415,azure-gateway,production,us-west,azure-gateway-us-west-10,8f61c73c-889a-4690-881b-1920b9991c13,GET,/api/v1/users/1dcb6e37,,236.250.96.201,3495,201,Resource created successfully,19649,,user-service,user-service.internal,8080,348.79,route-order-service-14b274,/api/v1/cart,348.79,13.55,638a3519-9e21-4308-a7a3-cce53c36574c,trace-a4e63da424494ec0,span-2a1e3be1,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,unknown
2025-04-07T04:14:22.840398,kong,dev,ap-south,kong-ap-south-8,93e9c776-2f59-4dc7-bc15-fca9c728e331,DELETE,/api/v1/reports,,239.112.93.1,6518,204,Success with no body,0,,analytics-service,analytics-service.internal,8085,276.85,route-analytics-service-fc9c9b,/api/v1/reports,276.85,23.19,b639d2a3-bc90-45f6-af1f-3d2cf4e2a4d9,trace-b9bdb4a528d14db4,span-d0b4f8b9,False,curl/7.76.1,v2,iot
