timestamp,auth_type,environment,region,instance_id,request_id,request_method,request_path,client_id,client_type,source_ip,response_status_code,response_time_ms,operation_type,operation_success,user_id,tenant_id,mfa_used,ip_reputation,correlation_id,is_anomalous
2025-03-30T16:35:39.301365,saml,test,eu-central,auth-failover-eu-central-1,req-0239e45f20644905,POST,/auth/token,client-44a1b1ad,web-app,210.72.169.167,200,185.68,login,True,8c7b7259-742a-4ed7-89ec-04ee9825e04c,tenant-6,False,safe,a6c782e8-6623-453f-89d4-165e9ecca8f3,False
2025-04-16T06:03:45.854084,jwt,staging,ap-south,auth-primary-ap-south-1,req-fce6cc44a5d5492d,POST,/auth/token,client-0066f8a2,web-app,44.255.252.107,401,1761.23,login,False,,tenant-73,False,safe,e5b6d4bb-3836-4ed5-b842-f68f0fa40229,True
2025-03-24T05:03:47.271368,basic,test,us-east,auth-primary-us-east-2,req-b63462e5381a4483,GET,/auth/permissions/check,client-84f933a1,third-party-service,199.228.203.229,200,43.48,permission_check,True,941910da-ec97-4733-b50b-e534c223fdc3,tenant-57,False,safe,1da52008-c219-4d35-82fa-55e65a148510,False
2025-03-17T09:32:29.514365,api-key,test,us-east,auth-primary-us-east-1,req-eeca44528ad04357,GET,/auth/permissions/check,client-6bf811a5,internal-service,87.186.168.136,200,312.38,permission_check,True,7f1b5b1a-f75a-4fe6-8690-f8721db0c23e,tenant-48,False,safe,6f1775e4-008c-4758-9ed0-6eb7da3d2fc4,True
2025-04-01T23:42:05.304367,oidc,dev,eu-central,auth-backup-eu-central-3,req-f5220bf9678f40d3,POST,/auth/token/validate,client-9b8fa628,internal-service,194.104.40.62,200,59.57,token_validation,True,758c09a2-c099-487c-85cd-e060ec432774,tenant-5,False,safe,6175fc40-94a6-4e5b-a6e4-68ef2ab64266,False
2025-03-17T22:03:48.194077,oidc,test,ap-south,auth-failover-ap-south-3,req-c2b856621b4c409a,POST,/auth/logout,client-90f5dca1,third-party-service,111.109.24.198,204,44.03,logout,True,bc40f5ca-19b9-4d7d-b23a-f6cbb3d54fd4,tenant-39,False,safe,7bede955-c7b2-451d-9567-14ca13025e42,False
2025-03-28T10:03:47.783368,oidc,staging,ap-south,auth-primary-ap-south-5,req-d769dee6dac1490b,POST,/auth/token/validate,client-c5ec0413,mobile-android,0.42.230.198,200,47.21,token_validation,True,8354e3a6-5361-46fa-b39f-ea32c1443b84,tenant-24,False,malicious,2092583b-e436-4869-8695-cf14ac5c7bbe,False
2025-03-27T08:38:29.456364,oauth2,test,ap-south,auth-failover-ap-south-5,req-e50462cfac4a4c07,POST,/auth/token,client-9b4bf285,mobile-ios,168.148.177.30,200,223.55,login,True,55baaa2a-c1ff-4789-bd47-9db3c2b8dc72,tenant-84,False,safe,418d3129-36c6-41fe-8e23-6f4b8bb4cdd8,False
2025-03-29T03:54:34.502364,basic,production,us-east,auth-primary-us-east-2,req-caec4302b4d645da,POST,/auth/password/reset,client-e9a35120,third-party-service,206.166.233.188,500,6056.11,password_reset,False,b02b1c68-8013-4286-a3cf-fc602e06301e,tenant-86,False,safe,76353157-1c91-4094-84d8-ace3d34c3ec0,True
2025-04-10T23:03:48.030076,oidc,production,global,auth-failover-global-2,req-a28cb300f0fa4fa3,POST,/auth/token/validate,client-dac5d5c7,mobile-android,178.29.133.107,200,43.67,token_validation,True,08b50867-baba-415c-822e-80e2dde9d072,tenant-50,False,safe,02805747-c9ac-47d2-aa0f-0c86d45b4ca8,False
2025-03-28T11:43:15.291367,basic,staging,global,auth-backup-global-2,req-6d8649d7775a4bfc,POST,/auth/token/validate,client-8637949c,internal-service,21.181.41.8,200,42.95,token_validation,True,70cb2760-bbf1-41af-8c51-0db9dc50c3a5,tenant-85,False,safe,0d3ce430-5c9b-4ffc-8721-5511b6252faa,False
2025-03-27T10:03:47.471368,saml,production,us-east,auth-primary-us-east-1,req-e99d2ff1907b48c2,POST,/auth/token/validate,client-ea7099fb,admin-portal,64.142.255.61,200,54.91,token_validation,True,3a509b82-2e81-4541-a6cc-20b417357501,tenant-64,False,safe,7b4c00b9-83a7-4682-9394-afbcb4796e6b,False
2025-03-28T01:14:08.324366,basic,dev,ap-south,auth-failover-ap-south-3,req-b1522c0a744d4106,POST,/auth/token/refresh,client-e96b3546,desktop-app,103.245.174.2,200,92.5,token_refresh,True,2baf4c64-6037-4bca-a135-86934a030621,tenant-10,False,safe,39138040-3462-4d47-9fff-57c31f982982,False
2025-04-15T08:03:46.594368,oidc,production,eu-central,auth-primary-eu-central-1,req-63b6723fcf8a4519,POST,/auth/token/validate,client-1a512786,internal-service,72.61.197.58,200,50.46,token_validation,True,7e85b8d4-e496-4110-8d4b-83be031e6cf4,tenant-70,False,safe,56443b84-941d-45ae-b4c3-7918c48c1143,False
2025-04-09T14:03:49.383368,oidc,production,ap-south,auth-replica-ap-south-2,req-9a310a14b4f04ccd,GET,/auth/permissions/check,client-9fa1eaf8,internal-service,141.128.194.254,200,46.42,permission_check,True,eeffd096-9111-4a29-b2ed-d20a6675e9ba,tenant-4,False,safe,98bda708-2a23-4ebd-88c0-df79a1effce3,False
2025-04-01T18:03:45.229081,oidc,staging,ap-south,auth-failover-ap-south-4,req-b5f8f17f983e4e63,POST,/auth/password/reset,client-79c428d6,desktop-app,64.70.13.7,200,237.55,password_reset,True,81ca172f-b589-4aee-9af0-9bdc3140c63d,tenant-92,False,safe,28b1ab71-c0e7-4ee0-96b5-e5e55bf02d58,False
2025-03-31T16:50:51.487365,jwt,test,global,auth-failover-global-3,req-af34ac56aeab4fd1,POST,/auth/token/refresh,client-8bd8de80,third-party-service,218.121.214.134,200,84.72,token_refresh,True,d6b1d57e-5b69-4053-bd85-2366908208a4,tenant-57,False,safe,e5eddafc-906e-4188-ac44-511157df9a8c,False
2025-04-16T11:03:45.249083,basic,production,global,auth-replica-global-1,req-82e90714ed8b4d68,POST,/auth/register,client-7d4addc7,third-party-service,132.78.33.168,201,251.8,register,True,283f57f6-e2a4-46ea-81f9-fb66e5b4268a,tenant-54,False,safe,032af1ac-5b35-447d-9dc1-3862c2e68294,False
2025-04-12T10:03:45.095084,saml,staging,global,auth-backup-global-5,req-2ee22db4ff1c4e79,POST,/auth/token,client-0e0338ee,admin-portal,0.73.246.184,200,172.78,login,True,57e824ff-0779-46a1-b8ef-7ac1a83a103d,tenant-19,False,safe,0245308e-8c16-42e9-b171-9ea585f528ec,False
2025-03-28T10:03:46.626368,oidc,test,us-west,auth-replica-us-west-1,req-3b07ebeae2104797,POST,/auth/token,client-f2a6bfa1,third-party-service,115.182.177.67,200,217.48,login,True,8354e3a6-5361-46fa-b39f-ea32c1443b84,tenant-100,False,safe,2092583b-e436-4869-8695-cf14ac5c7bbe,False
2025-04-16T11:03:47.330083,basic,dev,us-east,auth-primary-us-east-3,req-75a52a4fe61b45f4,POST,/auth/token/validate,client-e5783261,web-app,240.56.65.154,503,43.71,token_validation,False,283f57f6-e2a4-46ea-81f9-fb66e5b4268a,tenant-39,False,safe,032af1ac-5b35-447d-9dc1-3862c2e68294,True
2025-04-09T14:03:44.841368,oidc,staging,us-west,auth-primary-us-west-3,req-e51b6c71857744da,POST,/auth/register,client-3f5e3161,admin-portal,81.63.157.15,201,261.86,register,True,eeffd096-9111-4a29-b2ed-d20a6675e9ba,tenant-1,False,safe,98bda708-2a23-4ebd-88c0-df79a1effce3,False
2025-04-03T12:18:48.367364,oidc,production,global,auth-replica-global-2,req-805a07958f4b42d8,POST,/auth/token/validate,client-baa67628,mobile-ios,172.32.175.17,200,51.41,token_validation,True,a23cea5b-5dbf-4271-9f50-f22ab302ae9a,tenant-84,False,safe,72f463e9-aed9-4dea-9b3c-d399f362a7f2,False
2025-04-03T04:16:37.480364,jwt,test,us-west,auth-failover-us-west-1,req-3f6d541fb7b54a37,POST,/auth/token,client-5f18409a,desktop-app,115.224.70.126,200,163.93,login,True,22a6b14b-761a-4123-bdf1-845d71fcc5ce,tenant-16,False,safe,3e662565-86eb-4d5d-b180-d4bd5149661a,False
2025-04-06T16:16:49.395365,saml,production,us-west,auth-primary-us-west-5,req-9644eae7ddf7411f,POST,/auth/token/validate,client-60c40a31,internal-service,254.34.235.161,200,51.89,token_validation,True,e4f63668-7dd4-4e43-9a17-7fbfa3dbe898,tenant-93,False,safe,3f045535-c60c-4f07-a26b-c815e0955617,False
2025-03-19T22:58:42.432364,saml,staging,global,auth-failover-global-2,req-28a8cddfbc134038,POST,/auth/token/validate,client-58a783fc,web-app,162.188.73.30,200,41.2,token_validation,True,3eb7ea32-5dbf-48fe-bb97-1c81dda3b576,tenant-4,False,safe,1692aabb-931d-4550-9990-167d73805e15,False
2025-03-25T01:03:44.972082,basic,dev,eu-central,auth-backup-eu-central-4,req-53ff31e114aa436d,POST,/auth/token,client-5eef63b3,mobile-ios,74.227.186.148,401,1215.08,login,False,,tenant-64,False,safe,4191019b-3eaa-450a-9b7e-e8e63465d0dc,True
2025-03-25T18:44:08.456364,jwt,dev,global,auth-replica-global-4,req-060dd8f5a7204cee,POST,/auth/token,client-6155feca,admin-portal,179.99.210.114,200,160.43,login,True,2bca6bde-18fc-4258-bfce-a1f266b47ca5,tenant-72,False,safe,1b0cc431-203b-47be-b8df-1656c95f1a93,False
2025-03-20T13:03:47.968368,api-key,test,eu-central,auth-backup-eu-central-2,req-b2bd77901a4744bd,GET,/auth/permissions/check,client-baa15a38,third-party-service,219.161.23.206,200,49.74,permission_check,True,408543ed-e960-4187-8579-9e531aab6442,tenant-5,False,safe,67aed67c-04bd-486e-9972-2f83f7150fe8,False
2025-04-02T22:34:28.352365,oauth2,production,global,auth-primary-global-2,req-d5760e4f49f74296,POST,/auth/token,client-8be71175,admin-portal,219.72.98.194,200,219.85,login,True,79bd835a-19a2-468f-90a6-e652033323ca,tenant-12,False,safe,58d2faf7-0e04-4510-a780-0b1a1ffc9512,False
2025-04-14T05:39:38.271036,api-key,production,us-east,auth-backup-us-east-5,req-a92fad6e78bb4b4f,POST,/auth/register,client-bdf61719,web-app,96.231.161.19,201,267.35,register,True,1f08db4d-e64a-4f0b-98e4-1cf49d7bad5b,tenant-38,False,safe,81f62768-60da-414e-bf52-feb31c59a69f,False
2025-04-13T03:42:39.387364,basic,dev,global,auth-backup-global-3,req-868a4aeffc754f49,POST,/auth/token/refresh,client-8e52bd1c,web-app,178.167.164.117,503,251.03,token_refresh,False,651ebdd3-d666-4c3c-b33e-9f18f471ed61,tenant-62,False,safe,2cde9cb3-f505-48f6-9855-75419d3a7450,False
2025-04-04T18:28:13.468365,saml,staging,ap-south,auth-primary-ap-south-5,req-6054714db3844c5f,POST,/auth/token/validate,client-d07e4cfb,internal-service,191.143.129.234,401,47.06,token_validation,False,c0e9f4a3-9d7f-4405-9423-8ccb3c56d29e,tenant-12,False,safe,6c8ce843-fc68-4dfa-85df-0e050e3b5369,False
2025-03-25T23:05:08.469364,saml,staging,ap-south,auth-replica-ap-south-3,req-9b2cf157d5024660,POST,/auth/token/validate,client-544eabf1,web-app,133.129.23.161,200,56.33,token_validation,True,37da33ef-cf15-43e7-843f-edbc6e6be4a6,tenant-96,False,safe,37789715-add4-48f8-b29e-8ff17b41172d,False
2025-03-23T04:03:49.000368,basic,staging,global,auth-replica-global-2,req-a33bbb7775b84844,POST,/auth/logout,client-1bf68cab,mobile-ios,92.237.26.98,204,53.26,logout,True,70ff15dc-6257-4de5-a4fb-ceb880d6fb24,tenant-52,False,safe,baa870c1-bb35-4344-b7d2-9885a26c1d45,False
2025-03-31T05:39:26.477364,saml,staging,us-east,auth-failover-us-east-5,req-bb4d3e7d09a9464a,POST,/auth/token,client-3abea77d,admin-portal,193.150.102.233,200,207.29,login,True,9557148f-8e99-4d81-9ba9-4294bd9601a2,tenant-41,False,safe,884b8f3b-a355-45be-8ccd-097562c25613,False
2025-04-03T05:12:01.323365,api-key,dev,global,auth-failover-global-3,req-41d8dafee8e94b2e,POST,/auth/token/refresh,client-89f6a8df,admin-portal,57.103.230.10,200,102.07,token_refresh,True,8e35b4bc-91e4-469a-8278-9f4870188941,tenant-18,False,safe,cb3e9a71-5c4a-4cb0-ba78-7fc3c410f6ec,False
2025-04-07T08:32:20.424364,jwt,staging,global,auth-replica-global-3,req-8ccfe8062bb34131,POST,/auth/token/validate,client-caa493ab,internal-service,173.92.60.73,200,47.39,token_validation,True,5651163a-2f97-4ee0-837c-287d883dc47d,tenant-24,False,safe,1ed70cf8-34d9-49d3-af92-8082d7121b92,False
2025-03-26T13:03:47.390790,saml,production,us-west,auth-failover-us-west-2,req-b1b6384afea74976,POST,/auth/token/validate,client-7e960f53,desktop-app,219.116.127.51,200,43.54,token_validation,True,09210013-2789-41aa-9513-b50ff1b5791b,tenant-50,False,safe,968886b3-c284-412b-8c4a-d901d764d93c,False
2025-04-12T14:03:45.906368,oauth2,dev,us-east,auth-backup-us-east-2,req-834d41278e7a4c0d,POST,/auth/mfa/validate,client-35848c21,mobile-android,90.247.35.58,403,162.69,mfa_validation,False,77564727-5dce-47b6-bc0f-8605c5817752,tenant-91,True,safe,01e1ff1a-576f-45b9-8085-8f94fe52d427,False
2025-03-17T10:07:16.434364,oidc,dev,us-west,auth-primary-us-west-5,req-7f7a6263b614405c,POST,/auth/token,client-1082c17e,internal-service,181.24.23.79,200,236.99,login,True,9c4761d6-ea70-4efc-9399-1899fd6e4d1f,tenant-83,False,safe,551072c9-af6a-4ace-97e7-28bfd7fc96a8,False
2025-03-25T18:19:10.459365,oidc,dev,global,auth-backup-global-2,req-4fe082a4ac3343be,POST,/auth/token/validate,client-a5d0548d,internal-service,231.95.88.186,200,47.47,token_validation,True,7b9cc331-5ba0-4e3d-aa1e-3d37512aebc2,tenant-10,False,safe,c4a511ba-7562-4f6b-a557-c30318b8a840,False
2025-03-28T03:47:06.451364,basic,staging,eu-central,auth-replica-eu-central-5,req-7a8ae2f174c34d31,GET,/auth/permissions/check,client-7d5adfce,third-party-service,215.109.150.18,200,45.06,permission_check,True,e8c1e4ae-6eab-47e3-a3dc-6cd750f03807,tenant-15,False,safe,5a32f9b7-e1f8-495a-974c-9f02f2ca72b3,False
2025-04-06T01:03:46.548368,api-key,production,us-west,auth-replica-us-west-2,req-7663563a480a4344,GET,/auth/permissions/check,client-61c42840,third-party-service,217.40.192.17,200,46.68,permission_check,True,132d7473-79d6-4bde-9c1d-2e4c58d27edb,tenant-75,False,safe,514a4ea8-6c73-4b56-99e8-0b262494772a,False
2025-03-27T15:48:04.353365,saml,test,eu-central,auth-backup-eu-central-5,req-30b44da6711844d1,POST,/auth/logout,client-96d9159a,admin-portal,124.19.244.122,204,55.57,logout,True,7e15afab-6d63-4eb9-b71b-55b056d62613,tenant-65,False,safe,22da70bd-3f76-4bc2-b4ba-68565ef7fa8b,False
2025-04-14T07:27:26.299367,basic,production,us-west,auth-primary-us-west-3,req-be3e423898184270,POST,/auth/token/validate,client-f0ca278d,admin-portal,122.76.117.212,200,44.96,token_validation,True,a8be4588-706a-4518-993b-37fe33ef9bb8,tenant-52,False,safe,29cde3fc-de0c-46d3-b3ee-10ed5077438a,False
2025-03-25T04:03:48.602076,oauth2,staging,us-west,auth-replica-us-west-5,req-800aa28bf0ca48c8,GET,/auth/permissions/check,client-cf1d924f,mobile-ios,59.216.142.34,200,49.37,permission_check,True,2c2188e7-0c25-441c-a4a1-54a850207edb,tenant-3,False,safe,33a7b250-a815-4ece-9af7-c43403f2168a,False
2025-03-30T20:38:36.523365,basic,production,global,auth-primary-global-3,req-89415a52aa4d4478,POST,/auth/token,client-e2855a95,mobile-ios,10.112.22.200,403,906.79,login,False,,tenant-20,False,safe,1a64022b-b669-4dae-ad7a-c0f04ef52e01,True
2025-04-16T15:02:11.476365,saml,staging,eu-central,auth-primary-eu-central-2,req-cccf2edaf6ca46fa,POST,/auth/logout,client-2fc90234,web-app,83.217.164.221,204,51.03,logout,True,31558c8c-1c1b-4608-8830-deef2e0e697c,tenant-11,False,safe,66b1df9f-64ce-464e-a8e8-865878aac9a4,False
2025-03-21T21:03:45.204367,jwt,production,us-east,auth-backup-us-east-2,req-f9f7a65baef642bf,POST,/auth/token,client-83170319,admin-portal,26.40.47.32,200,199.41,login,True,2822c6a2-66dc-4df0-9f70-7393d4c48010,tenant-92,False,safe,e7aa2563-ffba-4f9b-aa1d-5c8e5d700a89,False
2025-04-03T09:03:47.444368,oauth2,staging,ap-south,auth-failover-ap-south-3,req-dff9c077419446a0,POST,/auth/token/refresh,client-2f5b2b6f,internal-service,218.39.119.175,500,315.45,token_refresh,False,5b8a65a9-2632-4654-860a-6dacca8c9c1e,tenant-86,False,suspicious,60c103a6-66c1-4114-8fc3-e9bc108c23fe,False
2025-03-27T20:03:48.090369,saml,staging,us-east,auth-failover-us-east-3,req-5dbd430029594c36,POST,/auth/token/validate,client-6d0ce2fd,mobile-android,20.198.209.109,200,56.46,token_validation,True,f16d672e-7754-4dd5-b343-a66c33386adf,tenant-97,False,safe,016659e7-f29f-47bf-b5eb-1ac7e0a62e04,False
2025-04-16T19:03:47.369368,oidc,staging,eu-central,auth-failover-eu-central-4,req-f1d3ba4da108452c,POST,/auth/token,client-6d754289,mobile-ios,176.27.86.88,200,193.2,login,True,0fb18b79-6d1a-47e1-902f-a5250bd7d144,tenant-61,False,safe,1ec09078-51b2-417b-94e2-48c8b4775395,False
2025-03-20T01:52:26.505365,api-key,production,us-east,auth-backup-us-east-3,req-5a0bdbfd0b24414b,POST,/auth/token/refresh,client-83170d5a,third-party-service,93.21.193.41,429,265.7,token_refresh,False,c51cbf04-5839-4c78-b307-c943754df82e,tenant-67,False,safe,5eff0295-94ac-4e16-868f-cfa445176fdc,True
2025-03-24T15:03:45.379087,saml,staging,global,auth-backup-global-1,req-2d39cd228df2478b,POST,/auth/token,client-afd533e9,desktop-app,247.42.27.122,200,211.06,login,True,d19df695-3be1-4e10-ad14-73591854bd23,tenant-13,False,safe,16ca33c9-ff2a-4d63-aeaf-f95f5f7af7d8,False
2025-03-30T05:03:49.546368,oidc,dev,us-west,auth-failover-us-west-3,req-aa0f6111446746a6,GET,/auth/permissions/check,client-0ec6d781,desktop-app,172.19.228.232,200,43.01,permission_check,True,9bf04d32-1ef1-4ca0-a383-4b4e8721915a,tenant-83,False,safe,e522f228-404f-4b72-ab2e-b5c3a488e856,False
2025-04-01T17:30:47.402364,basic,production,ap-south,auth-failover-ap-south-3,req-e6de832cee5641b5,POST,/auth/token/refresh,client-3fe65863,mobile-android,42.225.208.188,200,82.06,token_refresh,True,ef05c33d-7f62-4c40-83ff-1f1923bf3365,tenant-77,False,malicious,7647213e-8e60-4636-a9ff-0c90d5956528,False
2025-03-22T08:00:28.483364,jwt,production,global,auth-replica-global-1,req-498e425d3f5e4d51,POST,/auth/token/validate,client-3505c949,internal-service,69.74.142.130,200,52.74,token_validation,True,8fe98734-3dd8-4849-acf9-d57c1846eacb,tenant-26,False,safe,0a14cfe0-e869-47e6-85b1-0d428e7868d4,False
2025-03-17T12:29:08.409364,jwt,dev,global,auth-failover-global-1,req-19e5e9bb8888413e,POST,/auth/logout,client-abc83257,third-party-service,172.182.14.129,204,51.22,logout,True,9dbf2f5d-25da-4523-b890-61b3911aa6fc,tenant-15,False,safe,1b793de7-8bf7-4eb1-91e3-3e75d7bffe4e,False
2025-03-18T15:13:43.463364,jwt,staging,eu-central,auth-primary-eu-central-5,req-341cb7e5a13b4da4,POST,/auth/token/refresh,client-b9d857cc,web-app,177.157.24.96,200,95.37,token_refresh,True,28c3569b-75f6-4e12-aaaa-83dfa6e53952,tenant-51,False,safe,f35e3420-e947-405d-96f2-9864fff516bb,False
2025-04-12T14:03:45.404368,oauth2,dev,ap-south,auth-primary-ap-south-2,req-d1dc9fb1fc594428,POST,/auth/token,client-31ef461f,third-party-service,10.222.11.65,200,175.96,login,True,77564727-5dce-47b6-bc0f-8605c5817752,tenant-14,False,safe,01e1ff1a-576f-45b9-8085-8f94fe52d427,False
2025-04-08T05:03:47.634368,basic,dev,eu-central,auth-primary-eu-central-5,req-c716764b5215484d,POST,/auth/token/validate,client-e538279c,admin-portal,21.108.153.43,200,57.95,token_validation,True,9fb95376-7bfd-465c-bb4d-869803974025,tenant-88,False,safe,98de96da-66eb-469c-9007-2ff2ff41e4d7,False
2025-03-24T04:03:46.046368,oauth2,production,global,auth-primary-global-3,req-ae25de34f6934a0e,POST,/auth/token,client-c00877eb,mobile-android,221.50.184.84,200,233.14,login,True,92a6d7d8-cbf5-4e7c-8d8d-ce996fae775a,tenant-81,False,safe,7d26bddd-9d75-4f95-bdf0-163d47f49431,False
2025-03-24T05:03:45.915368,basic,production,ap-south,auth-primary-ap-south-4,req-b677498790da4597,POST,/auth/token,client-4591df3f,web-app,246.119.251.6,200,184.79,login,True,941910da-ec97-4733-b50b-e534c223fdc3,tenant-61,False,safe,1da52008-c219-4d35-82fa-55e65a148510,False
2025-04-10T04:21:38.486365,basic,test,eu-central,auth-replica-eu-central-2,req-1553dbe26db54fba,GET,/auth/permissions/check,client-8e8127a9,web-app,228.121.25.221,200,46.42,permission_check,True,b6654aff-819f-41c6-85c4-50782fa059d8,tenant-9,False,safe,7c0cae5f-6ba8-4561-8d33-c3cd217689a5,False
2025-03-31T00:16:55.475365,basic,dev,eu-central,auth-primary-eu-central-2,req-0079ea7b578e4756,POST,/auth/logout,client-eb79c21a,internal-service,221.239.183.187,204,56.89,logout,True,5f20ce16-44db-4639-8478-6b82d5d78d0c,tenant-59,False,safe,f915d4d7-c238-464f-9151-0b54978e084f,False
2025-04-12T13:05:56.399364,oidc,staging,us-west,auth-backup-us-west-5,req-d00e23167a424d4a,POST,/auth/register,client-5e7b2846,mobile-android,147.243.80.61,201,352.4,register,True,fb951d78-893e-479e-81b7-f5fd953b478c,tenant-27,False,safe,a41278fe-e643-4c0f-ab39-fc7c7674930e,False
2025-03-29T15:50:35.311366,oidc,dev,eu-central,auth-failover-eu-central-1,req-3c8e9e6025cb4d10,POST,/auth/token/validate,client-2b23eedb,admin-portal,142.134.127.60,200,57.4,token_validation,True,ca6b0cff-acb6-4a5e-8118-07483c4def0c,tenant-85,False,safe,17f6c145-ea96-4d61-a53b-3cfe18893164,False
2025-03-24T18:25:03.358364,oauth2,staging,ap-south,auth-backup-ap-south-5,req-0bffe39f4535438e,POST,/auth/token,client-84d99460,admin-portal,202.159.29.89,200,162.65,login,True,494cc363-6de4-46ff-9dcc-bee9bd162e0f,tenant-40,False,safe,243b9e02-a6de-4158-a373-54b84b4c1c83,False
2025-04-13T13:03:46.925076,api-key,staging,us-east,auth-primary-us-east-5,req-5e5d034df3de4b50,POST,/auth/token,client-6ceac2e5,web-app,69.132.178.21,200,231.08,login,True,305945a1-90d9-414b-a56e-39ccc02c1fab,tenant-63,False,safe,68eca679-32d2-41fa-9af3-f5bb481613f6,False
2025-04-13T03:30:26.511364,oauth2,production,global,auth-failover-global-3,req-13ac86728dc44b25,POST,/auth/token,client-4ebadd41,mobile-android,162.70.234.82,200,953.72,login,True,7313de99-cd8b-450b-b996-394716ef6712,tenant-92,False,safe,d47ee381-b860-4b44-a61f-b5e18a0b0bfa,True
2025-03-23T14:51:48.420364,oauth2,staging,global,auth-backup-global-2,req-70a0b8b910944213,POST,/auth/token/refresh,client-f7d4cc55,internal-service,119.160.170.127,200,94.57,token_refresh,True,fa2d526c-3e88-4d61-a139-c2c4f36b7f55,tenant-69,False,safe,b7e13e62-ab0b-4f30-9a63-8b6496631a88,False
